"ID","RA_ICRS","DE_ICRS","plx","pmRA","pmDE","UCC_ID","N_50","r_50","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","C1","C2","C3"
"NGC 2354;Collinder 131;OCL 639;ESO 492 06;FSR 1291;MWSC 1148",108.503,-25.724,0.753,-2.885,1.832,"UCC G238.3-06.8",424,10.9,108.503,-25.728,0.775,-2.865,1.86,33.654,129,1.0,0.74,"AB"
"HSC 1904",116.74404,-21.62454,0.233,-2.383,3.361,"UCC G238.3+01.7",70,5.1,116.757,-21.617,0.24,-2.411,3.388,95.845,2,0.66,0.56,"BB"
"CWWDL 10984",116.755,-21.6497,0.237,-2.248,3.114,"UCC G238.4+01.7",35,2.3,116.76,-21.631,0.235,-2.395,3.38,77.467,1,0.74,0.66,"BB"
"CWNU 1393",114.82139,-22.68566,0.316,-2.025,2.287,"UCC G238.4-00.3",78,10.3,114.817,-22.691,0.291,-2.04,2.244,75.077,4,0.74,0.55,"BB"
"Majaess 90",111.20557,-24.50547,0.742,-2.158,2.267,"UCC G238.4-04.1",23,1.7,111.207,-24.495,0.72,-2.162,2.313,"nan",0,0.66,0.56,"BB"
"Ivanov 6",111.058,-24.633,0.739,-2.028,2.692,"UCC G238.4-04.2",119,5.5,111.045,-24.653,0.709,-2.036,2.669,32.607,7,1.0,0.49,"AC"
"HSC 1905",112.51391,-23.9458,0.816,-3.746,4.018,"UCC G238.5-02.7",38,16.6,112.503,-23.952,0.8,-3.773,4.014,40.541,5,0.79,0.37,"AC"
"Ruprecht 33",116.445,-21.915,0.417,-1.384,0.058,"UCC G238.5+01.3",91,7.8,116.431,-21.914,0.42,-1.396,0.069,48.266,4,0.93,0.74,"AB"
"HSC 1906",113.08069,-23.83535,0.357,-2.635,3.185,"UCC G238.6-02.2",35,5.8,113.157,-23.849,0.393,-2.655,3.166,"nan",0,0.27,0.69,"CB"
"OC 0410",105.59602,-27.31384,1.205,-3.09,3.458,"UCC G238.6-09.8",0,6.5,105.583,-27.319,1.229,-3.096,3.505,33.306,9,0.92,0.61,"AB"
"CWNU 2272",116.14989,-22.31437,0.305,-2.578,3.448,"UCC G238.7+00.9",36,3.0,116.129,-22.318,0.261,-2.582,3.557,90.973,2,0.83,0.56,"AB"
"Ruprecht 25;OCL 641;ESO 493 01;MWSC 1280",114.192,-23.387,0.123,-1.101,1.993,"UCC G238.7-01.1",111,4.8,114.198,-23.381,0.111,-1.059,1.939,104.524,4,0.94,0.6,"AB"
"Ruprecht 3",100.522,-29.445,"nan","nan","nan","UCC G238.7-14.8",41,8.1,100.581,-29.442,0.153,-0.255,2.25,92.233,2,0.68,0.38,"BC"
"Ruprecht 2",100.257,-29.5495,"nan","nan","nan","UCC G238.7-15.0",64,5.9,100.247,-29.551,0.133,-0.459,2.296,74.434,2,0.91,0.38,"AC"
"CWNU 1062",173.63886,16.9369,3.205,-9.152,-1.582,"UCC G238.7+69.5",50,95.9,173.665,16.901,3.196,-9.161,-1.583,12.3,9,0.79,0.61,"AB"
"OC 0411",105.16384,-27.64392,1.236,-2.911,3.634,"UCC G238.7-10.3",0,6.8,105.185,-27.628,1.261,-3.092,3.563,32.397,7,0.94,0.61,"AB"
"CWNU 2154",111.93396,-24.60941,0.398,-2.617,2.962,"UCC G238.8-03.5",66,12.8,111.942,-24.613,0.375,-2.611,2.952,"nan",0,0.27,0.45,"CC"
"HSC 1907",113.16121,-24.05706,0.418,-1.96,2.258,"UCC G238.8-02.3",11,8.5,113.189,-24.059,0.415,-1.975,2.263,"nan",0,0.42,0.43,"CC"
"LISC-III 1320",126.87714,-16.22494,0.285,-2.589,1.648,"UCC G238.8+12.7",0,4.2,126.9,-16.205,0.283,-2.601,1.643,"nan",0,0.11,0.27,"DC"
"OC 0412",113.36874,-23.96303,0.122,-1.112,2.061,"UCC G238.8-02.1",78,5.1,113.395,-23.968,0.125,-1.116,2.065,76.2,1,0.96,0.68,"AB"
"HSC 1908",133.13039,-12.09988,2.099,-11.269,3.102,"UCC G238.9+20.0",0,35.8,133.229,-12.088,2.096,-11.635,2.904,24.458,5,0.47,0.23,"CD"
"OC 0413",108.70092,-26.2408,0.295,-2.069,2.769,"UCC G238.9-06.9",47,2.6,108.7,-26.247,0.271,-2.075,2.775,79.915,8,0.57,0.96,"BA"
"NGC2061",86.025,-33.935,"nan","nan","nan","UCC G238.9-27.9",0,5.5,86.018,-33.952,0.211,0.761,1.433,"nan",0,0.48,0.56,"CB"
"FoF 665",108.6985,-26.2446,0.25,-1.972,2.725,"UCC G238.9-06.9a",32,2.7,108.699,-26.245,0.253,-2.093,2.777,80.018,5,0.46,0.82,"CA"
"CWWDL 71",108.7013,-26.245,0.271,-2.011,2.81,"UCC G238.9-06.9b",96,4.0,108.7,-26.247,0.268,-2.072,2.76,80.018,9,0.83,0.73,"AB"
"HSC 1910",113.04263,-24.2033,0.259,-2.03,2.686,"UCC G238.9-02.4",33,8.5,113.009,-24.206,0.243,-2.027,2.676,"nan",0,0.7,0.64,"BB"
"HSC 1911",112.70341,-24.40489,1.467,-6.39,4.346,"UCC G238.9-02.8",0,12.9,112.692,-24.431,1.42,-5.888,4.188,45.601,6,0.26,0.3,"CC"
"CWWDL 8761",116.24,-22.6195,0.24,-2.066,2.55,"UCC G239.0+00.8",45,6.3,116.262,-22.645,0.235,-2.086,2.537,72.816,1,0.19,0.41,"DC"
"MWSC 5667",94.49577,-31.80089,"nan","nan","nan","UCC G239.0-20.5",75,6.3,94.498,-31.817,0.212,-0.109,2.154,86.066,2,1.0,0.49,"AC"
"OC 0414",110.92369,-25.37366,0.794,-2.814,3.148,"UCC G239.0-04.7",82,6.2,110.918,-25.366,0.779,-2.763,3.162,23.917,13,1.0,0.53,"AB"
"FSR 1293",110.984,-25.359,"nan","nan","nan","UCC G239.0-04.6",27,4.5,110.958,-25.328,0.116,-0.891,2.098,58.906,1,0.23,0.46,"DC"
"CWNU 2511",114.69404,-23.61972,0.372,-2.161,3.188,"UCC G239.1-00.8",0,3.5,114.706,-23.662,0.334,-2.243,3.159,"nan",0,0.09,0.32,"DC"
"CWWDL 14099",110.5199,-25.7175,0.767,-2.486,2.832,"UCC G239.2-05.2",62,11.9,110.451,-25.549,0.77,-2.422,2.749,38.836,14,0.95,0.5,"AB"
"HSC 1912",99.12128,-30.43609,1.096,-2.441,3.325,"UCC G239.2-16.3",30,14.0,99.121,-30.438,1.076,-2.474,3.329,16.74,2,0.68,0.48,"BC"
"MWSC 5042",140.2688,-7.47539,"nan","nan","nan","UCC G239.3+28.4",105,9.7,140.29,-7.506,0.168,-1.216,0.137,"nan",0,1.0,0.4,"AC"
"CWNU 1403",115.33658,-23.42618,0.283,-2.55,3.764,"UCC G239.3-00.2",36,4.7,115.336,-23.402,0.276,-2.55,3.771,"nan",0,0.89,0.72,"AB"
"FSR 1294;MWSC 1359",117.78408,-22.12192,"nan","nan","nan","UCC G239.3+02.3",90,7.7,117.775,-22.128,0.183,-1.69,1.865,68.559,6,0.27,0.48,"CC"
"CWNU 2093",115.66318,-23.28377,0.371,-2.107,1.966,"UCC G239.3+00.0",0,3.5,115.641,-23.3,0.363,-2.051,1.928,"nan",0,0.18,0.3,"DC"
"HSC 1913",106.26647,-27.79604,1.188,-3.134,3.402,"UCC G239.3-09.5",109,19.9,106.407,-27.813,1.181,-3.135,3.388,30.702,29,1.0,0.83,"AA"
"FSR 1295;MWSC 1479",125.73095,-17.53694,"nan","nan","nan","UCC G239.3+11.0",0,3.2,125.76,-17.511,0.275,-2.278,0.946,"nan",0,0.31,0.31,"CC"
"CWWDL 14295",106.4349,-27.7844,1.193,-3.123,3.416,"UCC G239.4-09.4",116,18.4,106.45,-27.826,1.185,-3.139,3.379,30.702,29,1.0,0.87,"AA"
"HSC 1914",113.05988,-24.72865,0.12,-0.803,1.388,"UCC G239.4-02.7",37,2.9,113.025,-24.701,0.133,-0.779,1.424,74.424,4,0.74,0.56,"BB"
"NGC 2243;Melotte 46;Collinder 98;OCL 644;ESO 426 16;FSR 1296;MWSC 880",97.395,-31.282,0.211,-1.279,5.488,"UCC G239.4-18.0",1429,4.2,97.393,-31.284,0.229,-1.263,5.5,60.312,23,1.0,1.0,"AA"
"Alessi 180",122.47094,-19.67459,"nan","nan","nan","UCC G239.5+07.3",92,9.7,122.452,-19.681,0.191,-2.18,1.957,81.69,3,0.87,0.44,"AC"
"CWWDL 6439",116.0271,-23.3038,0.255,-2.153,2.889,"UCC G239.5+00.3",0,3.2,116.056,-23.328,0.254,-2.328,2.658,"nan",0,0.76,0.39,"AC"
"UBC 1386",115.85155,-23.39692,0.215,-2.352,3.399,"UCC G239.5+00.1",74,4.5,115.85,-23.402,0.211,-2.363,3.409,"nan",0,1.0,0.87,"AA"
"LISC-III 3492",127.00219,-16.88716,0.954,-4.599,1.181,"UCC G239.5+12.4",0,9.8,126.994,-16.89,0.86,-4.493,1.19,38.72,3,0.14,0.2,"DD"
"UBC 1387",116.17191,-23.26019,0.23,-2.45,3.723,"UCC G239.5+00.4",96,7.5,116.181,-23.262,0.232,-2.444,3.727,56.114,1,0.98,0.72,"AB"
"FSR 1297",110.984,-25.879,0.754,-2.775,3.314,"UCC G239.5-04.9",109,8.5,110.979,-25.884,0.755,-2.699,3.261,39.771,10,1.0,0.51,"AB"
"CWWDL 295",113.419,-24.6931,0.245,-1.546,2.241,"UCC G239.5-02.4",27,5.8,113.393,-24.682,0.226,-1.516,2.277,93.906,3,0.17,0.39,"DC"
"Majaess 88",110.98832,-25.88686,0.765,-2.666,3.288,"UCC G239.5-04.9a",110,8.6,110.979,-25.884,0.755,-2.7,3.261,38.556,11,1.0,0.51,"AB"
"ESO 426 26",99.075,-30.8615,"nan","nan","nan","UCC G239.6-16.5",0,4.5,99.073,-30.85,0.148,-0.529,1.808,"nan",0,0.65,0.39,"BC"
"Teutsch J0741.1-2351",115.28866,-23.85848,"nan","nan","nan","UCC G239.6-00.5",0,1.9,115.285,-23.867,0.2,-1.457,1.748,68.741,1,0.15,0.33,"DC"
"Ruprecht 39;OCL 645;ESO 560 18;MWSC 1368",118.0807,-22.44619,"nan","nan","nan","UCC G239.7+02.3",0,8.3,118.184,-22.436,0.326,-2.246,2.128,"nan",0,0.59,0.59,"BB"
"CWNU 2455",115.94385,-23.67216,0.186,-1.331,2.062,"UCC G239.7+00.0",36,5.3,115.949,-23.662,0.172,-1.329,2.021,"nan",0,0.99,0.65,"AB"
"FSR 1298;MWSC 1377",118.41739,-22.34157,0.273,-2.66,2.5,"UCC G239.8+02.7",0,2.2,118.377,-22.394,0.326,-2.268,2.134,47.22,3,0.78,0.66,"AB"
"OC 0415",118.36248,-22.3893,0.34,-2.179,2.049,"UCC G239.8+02.6",0,3.9,118.376,-22.399,0.326,-2.267,2.13,47.476,2,0.72,0.74,"BB"
"UBC 228",118.378,-22.392,0.307,-2.26,2.115,"UCC G239.8+02.6a",33,5.0,118.376,-22.399,0.329,-2.259,2.127,47.476,2,0.79,0.86,"AA"
"CWNU 2281",114.95065,-24.24054,0.302,-2.143,2.241,"UCC G239.8-00.9",0,3.1,114.956,-24.2,0.283,-1.979,2.344,"nan",0,0.39,0.3,"CC"
"Riddle 5",114.197,-24.662,"nan","nan","nan","UCC G239.8-01.7",12,5.7,114.148,-24.659,0.173,-1.231,2.445,72.786,2,0.13,0.33,"DC"
"CWNU 2317",117.00586,-23.22728,0.338,-2.145,2.417,"UCC G239.9+01.1",27,10.8,116.998,-23.237,0.368,-2.136,2.386,"nan",0,0.37,0.52,"CB"
"Ruprecht 18",111.16,-26.213,0.364,-0.487,1.127,"UCC G239.9-04.9",675,8.0,111.154,-26.216,0.37,-0.462,1.156,38.632,18,1.0,0.74,"AB"
"CWNU 1483",115.30983,-24.15427,0.268,-1.319,3.343,"UCC G239.9-00.6",32,7.1,115.303,-24.157,0.267,-1.33,3.36,83.099,2,0.42,0.55,"CB"
"HSC 1915",114.50364,-24.60319,0.655,-1.476,0.875,"UCC G239.9-01.5",18,12.7,114.505,-24.612,0.638,-1.47,0.88,23.051,3,0.13,0.37,"DC"
"Ruprecht 12;OCL 647;ESO 427 33;MWSC 1107",106.79237,-28.222,"nan","nan","nan","UCC G239.9-09.3",0,2.7,106.795,-28.227,0.133,-0.752,1.537,93.982,2,0.13,0.38,"DC"
"FSR 1300;MWSC 1212",111.16661,-26.28467,"nan","nan","nan","UCC G239.9-04.9a",99,4.4,111.163,-26.274,0.388,-0.443,1.206,38.366,8,0.97,0.83,"AA"
"Ruprecht 150",106.493,-28.41,"nan","nan","nan","UCC G240.0-09.6",23,9.8,106.394,-28.403,0.172,-1.002,2.233,"nan",0,0.22,0.38,"DC"
"NGC 2447;M 93;Melotte 76;Collinder 160;OCL 649;FSR 1301;MWSC 1324",116.141,-23.853,0.968,-3.551,5.068,"UCC G240.0+00.1",1056,11.3,116.141,-23.847,0.991,-3.573,5.079,22.07,279,1.0,0.84,"AA"
"Ruprecht 29",115.279,-24.377,0.44,-2.138,1.617,"UCC G240.1-00.7",68,3.9,115.253,-24.39,0.435,-2.135,1.629,"nan",0,0.69,0.69,"BB"
"CWNU 2521",115.76786,-24.12895,0.361,-2.238,3.127,"UCC G240.1-00.2",0,2.6,115.767,-24.123,0.328,-2.26,3.147,"nan",0,0.25,0.32,"DC"
"CWWDL 4742",115.1024,-24.4992,0.265,-1.888,2.508,"UCC G240.1-00.9",17,9.8,115.078,-24.541,0.281,-1.936,2.496,63.14,1,0.21,0.38,"DC"
"CWNU 45",107.97214,-27.94732,1.641,-3.199,6.313,"UCC G240.1-08.2",106,32.6,107.917,-27.867,1.645,-3.207,6.349,36.671,26,1.0,0.76,"AA"
"FoF 1422",118.541,-22.7642,0.253,-2.166,2.445,"UCC G240.2+02.6",0,3.1,118.544,-22.765,0.23,-2.095,2.498,"nan",0,0.23,0.29,"DC"
"HSC 1916",114.15589,-25.11837,0.245,-1.85,2.481,"UCC G240.2-02.0",41,5.0,114.168,-25.117,0.238,-1.853,2.466,"nan",0,0.73,0.68,"BB"
"HSC 1917",116.3473,-24.00381,0.176,-1.27,1.948,"UCC G240.2+00.2",34,5.3,116.339,-24.006,0.173,-1.255,1.974,67.691,2,0.93,0.64,"AB"
"HSC 1918",120.39908,-21.77575,0.925,-7.761,8.624,"UCC G240.2+04.5",40,20.7,120.494,-21.795,0.889,-7.84,8.703,78.051,12,0.64,0.27,"BC"
"UBC 1388",117.19802,-23.57553,0.401,-3.126,3.1,"UCC G240.2+01.1",79,12.8,117.223,-23.571,0.4,-3.115,3.076,"nan",0,0.72,0.71,"BB"
"CWNU 140",117.2054,-23.5754,0.4,-3.17,3.06,"UCC G240.2+01.1a",79,6.8,117.205,-23.576,0.4,-3.123,3.074,"nan",0,0.72,0.64,"BB"
"HSC 1919",112.74614,-25.87033,0.268,-2.676,3.611,"UCC G240.2-03.5",0,3.0,112.783,-25.876,0.305,-2.586,3.897,"nan",0,0.12,0.13,"DD"
"CWWDL 8784",117.2159,-23.5801,0.395,-3.09,3.08,"UCC G240.3+01.1",76,6.8,117.205,-23.575,0.399,-3.125,3.075,"nan",0,0.79,0.64,"AB"
"H21OC 26",111.4927,-26.5104,0.812,-4.246,3.913,"UCC G240.3-04.8",43,14.2,111.539,-26.585,0.815,-4.266,3.903,37.343,10,0.77,0.63,"AB"
"PHOC 21",121.76177,-21.0863,0.47,-1.512,0.735,"UCC G240.3+06.0",36,12.9,121.755,-21.085,0.476,-1.504,0.753,44.708,5,0.81,0.51,"AB"
"CWNU 1034",113.6597,-25.48973,2.202,-7.841,5.869,"UCC G240.3-02.6",68,30.4,113.609,-25.448,2.195,-7.831,5.914,30.01,14,1.0,0.87,"AA"
"CWNU 1344",114.05958,-25.34911,0.527,-2.262,1.732,"UCC G240.4-02.2",41,15.1,114.07,-25.34,0.502,-2.255,1.731,49.067,1,0.63,0.46,"BC"
"CWWDL 14101",111.6549,-26.5434,0.81,-4.205,3.904,"UCC G240.4-04.7",0,4.6,111.607,-26.528,0.795,-4.28,3.862,38.577,6,0.95,0.41,"AC"
"CWNU 246",117.10382,-23.79933,0.548,-2.52,1.778,"UCC G240.4+00.9",33,7.8,117.102,-23.897,0.564,-2.516,1.774,42.993,5,0.81,0.49,"AC"
"HXHWL 26",111.64601,-26.58362,0.8,-4.29,3.85,"UCC G240.4-04.7a",0,4.6,111.607,-26.528,0.795,-4.28,3.862,38.577,6,0.95,0.41,"AC"
"HSC 1920",99.58365,-31.58878,1.498,-2.905,4.401,"UCC G240.5-16.3",48,35.8,99.51,-31.588,1.461,-2.997,4.449,31.838,7,0.84,0.55,"AB"
"CWNU 20",99.8476,-31.5206,1.51,-2.99,4.43,"UCC G240.5-16.1",0,15.0,99.935,-31.568,1.473,-2.994,4.468,25.957,2,0.3,0.37,"CC"
"HSC 1921",113.30069,-25.86799,1.807,-5.867,3.701,"UCC G240.5-03.0",26,34.6,113.125,-25.713,1.787,-5.887,3.629,24.017,11,0.37,0.59,"CB"
"Teutsch 213;Teutsch J0743.1-2436",115.7959,-24.60768,"nan","nan","nan","UCC G240.5-00.5",0,2.6,115.808,-24.618,0.229,-1.613,2.234,100.287,1,0.24,0.35,"DC"
"HSC 1922",111.39707,-26.79829,1.047,-3.409,3.975,"UCC G240.5-05.0",31,19.4,111.392,-26.776,1.064,-3.461,4.029,43.324,12,0.52,0.49,"BC"
"OC 0416",110.20145,-27.39164,0.117,-0.816,1.985,"UCC G240.5-06.2",154,5.0,110.204,-27.391,0.111,-0.814,1.978,106.196,9,1.0,0.72,"AB"
"UBC 229",119.27,-22.796,0.376,-2.99,2.85,"UCC G240.5+03.1",187,14.3,119.271,-22.816,0.381,-2.981,2.882,53.81,6,1.0,0.8,"AA"
"LISC 0896",119.265,-22.803,0.38,-2.957,2.889,"UCC G240.6+03.1",161,7.4,119.258,-22.809,0.382,-2.982,2.882,52.451,5,1.0,0.7,"AB"
"CWWDL 2972",119.2566,-22.8185,0.383,-2.923,2.855,"UCC G240.6+03.1a",155,7.2,119.254,-22.816,0.384,-2.981,2.882,51.831,4,1.0,0.72,"AB"
"UBC 230",114.521,-25.378,0.485,-2.65,3.201,"UCC G240.6-01.8",157,9.0,114.51,-25.354,0.515,-2.627,3.211,39.445,6,1.0,0.79,"AA"
"LISC 1145",114.53,-25.402,0.516,-2.626,3.157,"UCC G240.6-01.8a",113,6.3,114.522,-25.362,0.515,-2.627,3.207,39.445,4,0.99,0.73,"AB"
"CWWL 2075",116.885,-24.181,0.247,-1.667,2.268,"UCC G240.6+00.5",0,3.1,116.881,-24.172,0.253,-1.616,2.234,74.268,1,0.3,0.27,"CC"
"CWWDL 10997",118.9247,-23.0968,0.255,-2.458,3.155,"UCC G240.6+02.7",0,3.6,118.933,-23.107,0.252,-2.42,3.042,"nan",0,0.32,0.22,"CD"
"LISC-III 2394",123.95338,-20.19879,0.467,-2.932,1.612,"UCC G240.7+08.2",0,3.8,123.964,-20.202,0.428,-2.898,1.667,"nan",0,0.34,0.24,"CD"
"HSC 1924",112.66585,-26.38598,0.261,-2.446,4.37,"UCC G240.7-03.8",0,4.1,112.642,-26.389,0.258,-2.431,4.365,"nan",0,0.19,0.16,"DD"
"ESO 561 05;MWSC 1402",119.829,-22.69,"nan","nan","nan","UCC G240.7+03.6",0,2.9,119.828,-22.685,0.207,-2.003,2.582,85.478,1,0.2,0.33,"DC"
"UBC 1389",116.08597,-24.73413,0.243,-2.033,2.808,"UCC G240.7-00.3",25,2.4,116.083,-24.745,0.242,-2.027,2.82,129.853,2,0.28,0.89,"CA"
"CWNU 1384",118.74938,-23.35142,0.25,-1.902,2.642,"UCC G240.8+02.4",27,5.9,118.738,-23.331,0.263,-1.895,2.633,58.163,2,0.76,0.62,"AB"
"CWNU 1924",120.71356,-22.2622,0.608,-1.373,0.772,"UCC G240.8+04.5",0,4.9,120.714,-22.296,0.595,-1.376,0.788,33.816,2,0.34,0.32,"CC"
"NGC 2448;ESO 493 08;MWSC 1323",116.034,-24.837,0.878,-3.432,2.941,"UCC G240.8-00.4",51,9.9,116.026,-24.832,0.877,-3.394,2.951,26.512,19,0.86,0.61,"AB"
"DBSB 12",110.055,-27.771,"nan","nan","nan","UCC G240.8-06.5",35,7.3,110.091,-27.75,0.323,-2.047,2.837,79.971,1,0.4,0.49,"CC"
"HSC 1925",92.89825,-34.03442,4.104,-6.673,10.035,"UCC G240.8-22.5",29,80.9,92.724,-34.061,4.138,-6.706,10.15,16.08,12,0.56,0.44,"BC"
"CWWDL 10991",118.7684,-23.4102,0.272,-1.771,2.554,"UCC G240.8+02.4a",0,2.8,118.771,-23.391,0.264,-1.839,2.608,"nan",0,0.58,0.34,"BC"
"HSC 1926",115.21727,-25.33215,0.213,-2.006,3.197,"UCC G240.9-01.3",109,6.9,115.186,-25.334,0.206,-2.005,3.226,73.725,1,0.8,0.57,"AB"
"CWNU 1900",113.8767,-26.01361,0.311,-1.105,1.085,"UCC G240.9-02.7",31,5.6,113.904,-26.022,0.314,-1.118,1.076,60.781,2,0.08,0.64,"DB"
"CWWDL 13544",116.1,-24.9044,0.922,-3.408,2.922,"UCC G240.9-00.4",47,12.7,116.157,-25.0,0.925,-3.389,2.949,25.704,19,0.92,0.6,"AB"
"NGC 1963",83.04,-36.38,"nan","nan","nan","UCC G240.9-30.8",0,5.8,82.999,-36.378,0.224,0.315,1.937,"nan",0,0.51,0.45,"BC"
"UBC 1390",115.02424,-25.54903,0.294,-2.812,3.475,"UCC G241.0-01.5",67,18.7,115.102,-25.549,0.299,-2.814,3.478,74.914,3,0.92,0.68,"AB"
"CWNU 2724",116.26198,-24.94843,0.303,-2.044,1.219,"UCC G241.0-00.3",42,4.9,116.262,-24.945,0.301,-2.039,1.213,45.427,1,0.59,0.69,"BB"
"UBC 1391",115.7259,-25.22905,0.225,-1.916,2.471,"UCC G241.0-00.8",31,3.3,115.734,-25.24,0.218,-1.918,2.459,"nan",0,0.86,0.85,"AA"
"HSC 1927",111.80333,-27.17922,0.233,-1.689,3.585,"UCC G241.0-04.8",41,3.2,111.8,-27.167,0.235,-1.693,3.645,82.884,1,0.73,0.46,"BC"
"CWNU 1443",114.12478,-26.05534,0.254,-1.892,2.841,"UCC G241.0-02.5",34,6.8,114.134,-26.007,0.248,-1.901,2.842,73.474,1,0.19,0.55,"DB"
"FSR 1302;MWSC 1268",113.59662,-26.33411,"nan","nan","nan","UCC G241.0-03.0",48,4.6,113.575,-26.359,0.13,-1.098,2.091,83.045,2,0.9,0.44,"AC"
"CWWDL 10998",118.2864,-23.9138,0.305,-2.23,2.641,"UCC G241.0+01.8",28,11.3,118.228,-23.97,0.276,-2.241,2.616,51.302,1,0.5,0.44,"CC"
"Cmg 1039",114.48641,-25.94569,"nan","nan","nan","UCC G241.1-02.1",0,2.2,114.482,-25.939,0.244,-1.667,2.45,"nan",0,0.07,0.34,"DC"
"CWWL 2073",116.95606,-24.6934,0.218,-1.533,1.967,"UCC G241.1+00.3",0,2.7,116.943,-24.695,0.195,-1.53,1.789,70.631,1,0.19,0.42,"DC"
"CWWL 1438",116.845,-24.774,0.255,-1.607,1.908,"UCC G241.1+00.2",0,3.4,116.863,-24.77,0.249,-1.555,1.969,"nan",0,0.33,0.29,"CC"
"CWNU 1662",114.74177,-25.93592,0.304,-2.015,3.201,"UCC G241.2-01.9",30,7.9,114.735,-25.915,0.296,-2.015,3.223,"nan",0,0.7,0.45,"BC"
"LISC 1141",115.289,-25.678,0.249,-1.867,2.622,"UCC G241.2-01.4",54,5.5,115.312,-25.731,0.246,-1.838,2.586,99.894,3,0.72,0.39,"BC"
"CWNU 1963",111.76761,-27.49111,0.362,-1.523,2.975,"UCC G241.3-05.0",0,3.7,111.781,-27.48,0.337,-1.505,2.987,51.69,1,0.24,0.22,"DD"
"CWWDL 642",115.5821,-25.6093,0.257,-1.982,2.874,"UCC G241.3-01.1",19,4.1,115.546,-25.637,0.243,-1.995,2.91,"nan",0,0.26,0.34,"CC"
"CWNU 1733",114.2355,-26.31116,0.54,-2.826,2.984,"UCC G241.3-02.5",28,5.6,114.227,-26.289,0.543,-2.827,2.993,46.785,3,0.38,0.6,"CB"
"FSR 1303",101.183,-31.893,"nan","nan","nan","UCC G241.3-15.2",80,7.1,101.225,-31.885,0.112,-0.577,2.009,89.556,4,0.86,0.42,"AC"
"FSR 1304",133.339,-14.785,"nan","nan","nan","UCC G241.3+18.6",46,8.0,133.338,-14.779,0.23,-1.787,0.318,145.236,1,0.79,0.44,"AC"
"CWWDL 2693",118.6927,-24.0653,0.24,-2.475,3.031,"UCC G241.4+02.0",0,2.1,118.696,-24.094,0.254,-2.54,3.053,"nan",0,0.59,0.28,"BC"
"Alessi 18;DSH J0737.1-2623;MWSC 1284",114.295,-26.386,0.126,-1.261,1.79,"UCC G241.4-02.5",25,3.7,114.295,-26.384,0.108,-1.233,1.986,"nan",0,0.51,0.63,"BB"
"HSC 1931",117.72366,-24.62224,0.406,-2.956,3.045,"UCC G241.4+01.0",61,10.6,117.712,-24.55,0.396,-2.954,3.033,47.056,1,0.52,0.55,"BB"
"UBC 461",119.21,-23.815,0.286,-2.657,3.113,"UCC G241.4+02.5",80,9.9,119.167,-23.841,0.311,-2.658,3.142,"nan",0,0.97,0.84,"AA"
"CWWDL 2690",118.8873,-24.0076,0.271,-2.264,2.911,"UCC G241.4+02.2",0,3.2,118.896,-23.998,0.263,-2.226,2.967,"nan",0,0.62,0.29,"BC"
"UBC 462",118.846,-24.033,0.287,-2.659,3.041,"UCC G241.4+02.1",0,6.6,118.888,-24.063,0.294,-2.653,3.061,"nan",0,0.88,0.56,"AB"
"HSC 1932",119.3665,-23.75037,0.543,-1.616,1.185,"UCC G241.4+02.7",36,11.4,119.382,-23.802,0.538,-1.602,1.19,13.958,3,0.91,0.43,"AC"
"CWNU 2061",117.53104,-24.75801,0.365,-2.33,1.453,"UCC G241.4+00.7",27,6.9,117.512,-24.787,0.373,-2.338,1.443,44.207,1,0.27,0.41,"CC"
"CWNU 2333",115.55875,-25.87986,0.253,-2.107,3.121,"UCC G241.5-01.3",24,3.0,115.557,-25.904,0.219,-2.116,3.079,"nan",0,0.9,0.54,"AB"
"XDOCC-4",118.83,-24.17,0.33,-2.71,3.06,"UCC G241.5+02.1",22,8.8,118.824,-24.15,0.299,-2.678,3.057,"nan",0,0.9,0.56,"AB"
"Ruprecht 32;OCL 651;ESO 493 09;MWSC 1327",116.3,-25.539,0.181,-2.024,3.081,"UCC G241.5-00.5",27,2.5,116.313,-25.555,0.202,-1.961,3.176,56.038,1,0.73,0.61,"BB"
"CWWDL 13384",115.6988,-25.8643,0.438,-1.592,1.174,"UCC G241.5-01.2",25,6.3,115.739,-25.891,0.417,-1.568,1.265,52.552,1,0.11,0.32,"DC"
"Ruprecht 27;OCL 654;ESO 493 02;FSR 1305;MWSC 1286",114.423,-26.516,0.469,-1.23,0.428,"UCC G241.5-02.5",194,5.9,114.42,-26.512,0.484,-1.214,0.448,39.078,12,1.0,0.73,"AB"
"FoF 939",116.4492,-25.5021,0.233,-1.933,2.886,"UCC G241.6-00.4",0,2.4,116.444,-25.492,0.214,-2.039,2.897,84.469,2,0.16,0.28,"DC"
"NGC 2482;Collinder 166;OCL 653;ESO 494 03;MWSC 1382",118.787,-24.263,0.72,-4.722,2.189,"UCC G241.6+02.0",180,10.0,118.789,-24.275,0.727,-4.658,2.263,37.538,45,1.0,0.65,"AB"
"Ruprecht 157;OCL 652;ESO 562 09;MWSC 1496",127.44992,-19.10751,"nan","nan","nan","UCC G241.6+11.5",29,5.5,127.455,-19.115,0.256,-2.078,1.818,97.447,3,0.21,0.31,"DC"
